category,command,type,description,permissions,entrypoint,implementation,options_or_args,status,notes
Minigame/Economy,?ban,prefix,Bán đồ (select menu),Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1861,src/commands/minigame/ban.js,?ban - Bán đồ (select menu),active,
Minigame/Economy,?trangbi,prefix,Xem trang bị đang mặc,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1866,src/commands/minigame/equip.js,?trangbi - Xem trang bị đang mặc,active,
Minigame/Economy,?top,prefix,Bảng xếp hạng,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1871,src/commands/minigame/leaderboard.js,"?top, ?lb, ?leaderboard, ?bxh - Bảng xếp hạng",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:989 sẽ bắt trước nhánh này.
Minigame/Economy,?lb,alias,Bảng xếp hạng,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1871,src/commands/minigame/leaderboard.js,"?top, ?lb, ?leaderboard, ?bxh - Bảng xếp hạng",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:989 sẽ bắt trước nhánh này.
Minigame/Economy,?leaderboard,alias,Bảng xếp hạng,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1871,src/commands/minigame/leaderboard.js,"?top, ?lb, ?leaderboard, ?bxh - Bảng xếp hạng",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:989 sẽ bắt trước nhánh này.
Minigame/Economy,?bxh,alias,Bảng xếp hạng,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1871,src/commands/minigame/leaderboard.js,"?top, ?lb, ?leaderboard, ?bxh - Bảng xếp hạng",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:989 sẽ bắt trước nhánh này.
Minigame/Economy,?dungeon,prefix,Hệ thống Dungeon,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1876,src/commands/minigame/dungeon.js,"?dungeon, ?dung, ?bicanh - Hệ thống Dungeon",active,
Minigame/Economy,?dung,alias,Hệ thống Dungeon,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1876,src/commands/minigame/dungeon.js,"?dungeon, ?dung, ?bicanh - Hệ thống Dungeon",active,
Minigame/Economy,?bicanh,alias,Hệ thống Dungeon,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1876,src/commands/minigame/dungeon.js,"?dungeon, ?dung, ?bicanh - Hệ thống Dungeon",active,
Minigame/Economy,?huydung,prefix,Hủy/Rời dungeon đang chạy,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1881,src/commands/minigame/dungeon.js,"?huydung, ?huybicanh, ?roidung - Hủy/Rời dungeon đang chạy",active,
Minigame/Economy,?huybicanh,alias,Hủy/Rời dungeon đang chạy,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1881,src/commands/minigame/dungeon.js,"?huydung, ?huybicanh, ?roidung - Hủy/Rời dungeon đang chạy",active,
Minigame/Economy,?roidung,alias,Hủy/Rời dungeon đang chạy,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1881,src/commands/minigame/dungeon.js,"?huydung, ?huybicanh, ?roidung - Hủy/Rời dungeon đang chạy",active,
Minigame/Economy,?item,prefix,Xem chi tiết item hoặc player,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1886,src/commands/minigame/xem.js,"?xem, ?item, ?it - Xem chi tiết item hoặc player",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:1757 sẽ bắt trước nhánh này.
Minigame/Economy,?it,alias,Xem chi tiết item hoặc player,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1886,src/commands/minigame/xem.js,"?xem, ?item, ?it - Xem chi tiết item hoặc player",active,
Minigame/Economy,?xem,prefix,"Smart command: @user -> info, số -> item",Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1892,src/commands/minigame/xem.js,"?xem - Smart command: @user -> info, số -> item",active,
Minigame/Economy,?huongdan,prefix,Hướng dẫn chơi,Role LangGia/điều kiện guild,src/events/client/messageCreate.js:1898,src/commands/minigame/huongdan.js,"?huongdan, ?hd, ?guide - Hướng dẫn chơi",active,
Minigame/Economy,?hd,alias,Hướng dẫn chơi,Role LangGia/điều kiện guild,src/events/client/messageCreate.js:1898,src/commands/minigame/huongdan.js,"?huongdan, ?hd, ?guide - Hướng dẫn chơi",active,
Minigame/Economy,?guide,alias,Hướng dẫn chơi,Role LangGia/điều kiện guild,src/events/client/messageCreate.js:1898,src/commands/minigame/huongdan.js,"?huongdan, ?hd, ?guide - Hướng dẫn chơi",active,
Minigame/Economy,?lenh,prefix,Danh sách lệnh ngắn gọn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1904,src/commands/minigame/lenh.js,"?lenh, ?cmd, ?commands - Danh sách lệnh ngắn gọn",active,
Minigame/Economy,?cmd,alias,Danh sách lệnh ngắn gọn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1904,src/commands/minigame/lenh.js,"?lenh, ?cmd, ?commands - Danh sách lệnh ngắn gọn",active,
Minigame/Economy,?commands,alias,Danh sách lệnh ngắn gọn,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1904,src/commands/minigame/lenh.js,"?lenh, ?cmd, ?commands - Danh sách lệnh ngắn gọn",active,
Minigame/Economy,?look,prefix,Xem thông tin item,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1910,src/commands/minigame/look.js,?look - Xem thông tin item,active,
Minigame/Economy,?use,prefix,Sử dụng item,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1916,src/commands/minigame/use.js,"?use, ?u, ?sudung - Sử dụng item",active,
Minigame/Economy,?u,alias,Sử dụng item,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1916,src/commands/minigame/use.js,"?use, ?u, ?sudung - Sử dụng item",active,
Minigame/Economy,?sudung,alias,Sử dụng item,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1916,src/commands/minigame/use.js,"?use, ?u, ?sudung - Sử dụng item",active,
Minigame/Economy,?daden,prefix,Chuyển dòng trang bị,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1922,src/commands/minigame/daden.js,"?daden, ?dd, ?truyen - Chuyển dòng trang bị",active,
Minigame/Economy,?dd,alias,Chuyển dòng trang bị,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1922,src/commands/minigame/daden.js,"?daden, ?dd, ?truyen - Chuyển dòng trang bị",active,
Minigame/Economy,?truyen,alias,Chuyển dòng trang bị,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1922,src/commands/minigame/daden.js,"?daden, ?dd, ?truyen - Chuyển dòng trang bị",active,
Minigame/Economy,?update,prefix,Xem các cập nhật mới,Không thấy kiểm tra rõ trong nhánh quét,src/events/client/messageCreate.js:1928,src/commands/minigame/update.js,?update - Xem các cập nhật mới,active,
Minigame/Economy,?reset,prefix,Reset player data (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1934,src/commands/admin/minigame/resetplayer.js,"?reset, ?resetplayer - Reset player data (Owner only)",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:1166 sẽ bắt trước nhánh này.
Minigame/Economy,?resetplayer,alias,Reset player data (Owner only),Owner/whitelist,src/events/client/messageCreate.js:1934,src/commands/admin/minigame/resetplayer.js,"?reset, ?resetplayer - Reset player data (Owner only)",unclear,Trùng alias; nhánh tại src/events/client/messageCreate.js:1160 sẽ bắt trước nhánh này.
Minigame/Economy,?donedung,prefix,Force complete dungeon (owner only),Owner/whitelist,src/events/client/messageCreate.js:1939,src/commands/admin/minigame/donedung.js,?donedung - Force complete dungeon (owner only),active,
Minigame/Economy,?addnhuafull,prefix,Fill nhựa to max (owner only),Owner/whitelist,src/events/client/messageCreate.js:1944,src/commands/admin/minigame/addnhuafull.js,?addnhuafull - Fill nhựa to max (owner only),active,
Quản lý thành viên/role,?pickrole,prefix,Xử lý pickrole command (alias: pr),Role Quản Lý,src/events/client/messageCreate.js:1949,src/commands/quanly/pickrole.js,,active,
Quản lý thành viên/role,?pr,alias,Xử lý pickrole command (alias: pr),Role Quản Lý,src/events/client/messageCreate.js:1949,src/commands/quanly/pickrole.js,,active,
NhacLabs license,?nl,prefix,"Hiển thị danh sách key, tìm kiếm hoặc tạo nhanh khi nhập tier.",Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: list
NhacLabs license,?nlhelp,prefix,Hiển thị hướng dẫn NhacLabs.,Mọi người,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: help
NhacLabs license,?nlinfo,prefix,Xem chi tiết một license key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: info
NhacLabs license,?nli,alias,Xem chi tiết một license key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: info
NhacLabs license,?nllist,prefix,"Hiển thị danh sách key, tìm kiếm hoặc tạo nhanh khi nhập tier.",Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: list
NhacLabs license,?nlgen,prefix,Tạo license key PRO/UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,<PRO|UNL> [số lượng] [thời hạn] [danh mục],active,Canonical: gen
NhacLabs license,?nlg,alias,Tạo license key PRO/UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,<PRO|UNL> [số lượng] [thời hạn] [danh mục],active,Canonical: gen
NhacLabs license,?nlc,alias,Tạo license key PRO/UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,<PRO|UNL> [số lượng] [thời hạn] [danh mục],active,Canonical: gen
NhacLabs license,?nlcap,alias,Tạo license key PRO/UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,<PRO|UNL> [số lượng] [thời hạn] [danh mục],active,Canonical: gen
NhacLabs license,?nlkey,alias,Tạo license key PRO/UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,<PRO|UNL> [số lượng] [thời hạn] [danh mục],active,Canonical: gen
NhacLabs license,?nlblock,prefix,Chặn key tạm thời.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: block
NhacLabs license,?nlb,alias,Chặn key tạm thời.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: block
NhacLabs license,?nlpblock,prefix,Chặn key vĩnh viễn.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: pblock
NhacLabs license,?nlpb,alias,Chặn key vĩnh viễn.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: pblock
NhacLabs license,?nlunblock,prefix,Mở chặn key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: unblock
NhacLabs license,?nlul,alias,Mở chặn key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: unblock
NhacLabs license,?nlremove,prefix,Xóa một máy/hardware ID khỏi key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: remove
NhacLabs license,?nlrm,alias,Xóa một máy/hardware ID khỏi key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: remove
NhacLabs license,?nldelete,prefix,Xóa key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: delete
NhacLabs license,?nld,alias,Xóa key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: delete
NhacLabs license,?nlcat,alias,Đổi danh mục key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: category
NhacLabs license,?nlcategory,prefix,Đổi danh mục key.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: category
NhacLabs license,?nlsales,prefix,Xem doanh thu/key đã bán.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: sales
NhacLabs license,?nldoanhthu,alias,Xem doanh thu/key đã bán.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: sales
NhacLabs license,?nldt,alias,Xem doanh thu/key đã bán.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: sales
NhacLabs license,?nlrevenue,alias,Xem doanh thu/key đã bán.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: sales
NhacLabs license,?nlup,alias,Upgrade key PRO lên UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: upgrade
NhacLabs license,?nlupgrade,prefix,Upgrade key PRO lên UNL.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: upgrade
NhacLabs license,?nldeleteall,prefix,Xóa toàn bộ key theo flow xác nhận.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: deleteall
NhacLabs license,?nlda,alias,Xóa toàn bộ key theo flow xác nhận.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: deleteall
NhacLabs license,?nlxoahet,alias,Xóa toàn bộ key theo flow xác nhận.,Owner/whitelist,src/events/messageCreate/nhacLabsCommands.js,src/utils/firebaseLicense.js,,active,Canonical: deleteall
Reaction role,?setmessrole,prefix,Tạo/cập nhật message reaction-role từ role + emoji/ảnh.,Owner/whitelist,src/events/messageCreate/reactionRoleCommands.js,src/utils/reactionRoleState.js,@role :emoji: ... hoặc ảnh đính kèm,active,Hard-coded prefix ?; không dùng process.env.PREFIX.
Reaction role,?delmessrole,prefix,Xóa mapping reaction-role theo role.,Owner/whitelist,src/events/messageCreate/reactionRoleCommands.js,src/utils/reactionRoleState.js,@role hoặc role_id,active,Hard-coded prefix ?; không dùng process.env.PREFIX.
Booster voice room,?boostroom,prefix,"Lệnh cũ tạo Boost Room, đã thay bằng Booster Panel.",Server Booster/VIP,src/events/client/messageCreate.js:1204,src/commands/booster/boostroom.js,,disabled,Comment trong messageCreate ghi DISABLED; thay bằng ?setbooster + nút panel.
Booster voice room,?br,alias,"Lệnh cũ tạo Boost Room, đã thay bằng Booster Panel.",Server Booster/VIP,src/events/client/messageCreate.js:1204,src/commands/booster/boostroom.js,,disabled,Comment trong messageCreate ghi DISABLED; thay bằng ?setbooster + nút panel.
Booster voice room,?myroom,alias,"Lệnh cũ tạo Boost Room, đã thay bằng Booster Panel.",Server Booster/VIP,src/events/client/messageCreate.js:1204,src/commands/booster/boostroom.js,,disabled,Comment trong messageCreate ghi DISABLED; thay bằng ?setbooster + nút panel.
Booster voice room,?delboostroom,prefix,"Lệnh cũ xóa Boost Room, đã thay bằng Booster Panel.",Server Booster/VIP,src/events/client/messageCreate.js:1205,src/commands/booster/delboostroom.js,,disabled,Comment trong messageCreate ghi DISABLED; thay bằng panel.
Booster voice room,?dbr,alias,"Lệnh cũ xóa Boost Room, đã thay bằng Booster Panel.",Server Booster/VIP,src/events/client/messageCreate.js:1205,src/commands/booster/delboostroom.js,,disabled,Comment trong messageCreate ghi DISABLED; thay bằng panel.
Booster voice room,?setboostcategory,prefix,Lệnh cũ cấu hình category Boost Room.,Admin/quyền Discord,src/events/client/messageCreate.js:1206,src/commands/booster/setboostcategory.js,<category_id>,disabled,Comment trong messageCreate ghi DISABLED; ?setbooster thay thế.
Ready bootstrap,bot:leave-unauthorized-guilds,auto,Rời guild không được phép và dọn slash command ở guild mới.,Theo điều kiện guild/channel/role trong code,src/bot.js,src/bot.js; src/events/guild/guildCreate.js,,active,
Ready bootstrap,bot:register-slash-guild,auto,Xóa slash command global và đăng ký slash command cho ALLOWED_GUILD_ID.,Theo điều kiện guild/channel/role trong code,src/functions/handlers/handleCommands.js,src/functions/handlers/handleCommands.js,,active,
Ready bootstrap,bot:init-translate-service,auto,Tự động dịch tin nhắn/link/embed trong kênh translate.,Theo điều kiện guild/channel/role trong code,src/utils/translateService.js,src/utils/translateService.js; src/events/client/messageUpdate.js,,active,
Ready bootstrap,bot:init-gieoque-scheduler,auto,Reset/lên lịch gieo quẻ và cầu duyên.,Theo điều kiện guild/channel/role trong code,src/utils/gieoqueScheduler.js,src/utils/gieoqueScheduler.js,,active,
